id	title	area	description	address	tel	latitude	longitude
429	おひつごはん四六時中　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-35-3106	34.042547	132.961301
430	おむらいす亭　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-35-5906	34.042547	132.961301
431	オリエント今治店	今治地区	飲食店	愛媛県今治市旭町1-5-12	0898-31-9119	34.06432	133.00048
432	オリエント波止浜店	今治地区	飲食店	愛媛県今治市地堀1-3-10	0898-41-7256	34.105235	132.965545
433	おんまく寿司ワールドプラザ店	今治地区	飲食店	愛媛県今治市東村1-14-2	0898-36-6550	34.042283	133.028331
434	かつれつ亭　今治店	今治地区	飲食店	愛媛県今治市八町西3-5-30	0898-33-2780	34.043994	132.989072
435	かねと食堂	今治地区	飲食店	愛媛県今治市室屋町1-2-16	0898-22-1997	34.068181	133.00159
436	cafebar Senho	今治地区	飲食店	愛媛県今治市旭町4-2-3	0898-25-4718	34.059515	133.003532
437	珈琲浪漫パイプのけむり	今治地区	飲食店	愛媛県今治市枝堀町1-5-11	0898-32-0777	34.061676	133.009367
438	歌舞伎寿司	今治地区	飲食店	愛媛県今治市栄町1-1-9	0898-22-3629	34.067775	133.000979
439	鎌倉パスタ　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-25-7309	34.042547	132.961301
440	カレーハウスＣｏＣｏ壱番屋　今治喜田村店	今治地区	飲食店	愛媛県今治市喜田村1-296-1	0898-48-8750	34.047968	133.017413
441	カレーハウスＣｏＣｏ壱番屋　今治日吉店	今治地区	飲食店	愛媛県今治市北日吉町1-10-18	0898-34-8820	34.064813	132.989693
442	がんば亭　今治店	今治地区	飲食店	愛媛県今治市中寺976-1	0898-25-7547	34.042533	132.98958
443	㈲ぎやまん亭	今治地区	飲食店	愛媛県今治市北鳥生町1-3-35	0898-22-1681	34.056783	133.014319
444	グルメ	今治地区	飲食店	愛媛県今治市上徳甲235-5	0898-47-4000		
445	コーヒースタンドターミナル０１	今治地区	飲食店	愛媛県今治市片原町1-100-3	0898-35-2139	34.069734	133.005112
446	ココス今治鳥生店	今治地区	飲食店	愛媛県今治市南鳥生町3-1-7	0898-35-4835	34.05338	133.009256
447	サイサイカフェ	今治地区	飲食店	愛媛県今治市中寺279-1	0898-35-3671	34.038629	132.993632
448	彩菜食堂	今治地区	飲食店	愛媛県今治市中寺279-1	0898-35-3861	34.038629	132.993632
449	讃岐うどん　つるべぇー　ワールドプラザ	今治地区	飲食店	愛媛県今治市東村1-14-2	0898-47-2265	34.042283	133.028331
450	サンマルクカフェ　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-25-3309	34.042547	132.961301
451	ジャック　イン　ザ　ドーナツ　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-55-8896	34.042547	132.961301
452	しゃぶ菜　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-34-7030	34.042547	132.961301
453	じゃんじゃか　フジグラン今治店	今治地区	飲食店	愛媛県今治市東門町5-13-1	0898-33-1130	34.061369	133.014766
454	酔虎伝　今治喜田村店	今治地区	飲食店	愛媛県今治市東村1-14-2	0898-48-4008	34.042283	133.028331
455	スターバックスコーヒー　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-25-2275	34.042547	132.961301
456	炭火やきとり　鳥や　今治鳥生店	今治地区	飲食店	愛媛県今治市南鳥生町2-3-47	0898-33-3807	34.053333	133.010775
457	瀬戸内ちゃんぽん　菜めん	今治地区	飲食店	愛媛県今治市中寺957-6	0898-31-5561	34.042236	132.989583
458	たこ風船　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-22-0322	34.042547	132.961301
459	馳走家　とり壱	今治地区	飲食店	愛媛県今治市横田町1-1-50	0898-34-7230	34.047498	133.008575
460	ちゃんぽん亭総本家　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-35-5399	34.042547	132.961301
461	ティア　家族のテーブル	今治地区	飲食店	愛媛県今治市喜田村2-5-22	0898-48-1248	34.04571	133.020779
462	デザート王国　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-34-7035	34.042547	132.961301
463	てっぱんらんど	今治地区	飲食店	愛媛県今治市別宮町7-1-18	0898-31-0329	34.07451	132.99118
464	トマト＆オニオン別宮店	今治地区	飲食店	愛媛県今治市別宮町5-204-1	0898-32-1170	34.072477	132.991508
465	トラットリア　イル　ソーレ	今治地区	飲食店	愛媛県今治市阿方甲218-3	0898-35-3033		
466	どんと　フジグラン今治店	今治地区	飲食店	愛媛県今治市東門町5-13-1	0898-34-1415	34.061369	133.014766
467	ナマステ食堂　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-35-2808	34.042547	132.961301
468	根岸	今治地区	飲食店	愛媛県今治市共栄町4-3-6	0898-31-3116	34.070227	132.998696
469	白鳥	今治地区	飲食店	愛媛県今治市北宝来町1-2-6	0898-22-1636	34.06383	132.996116
470	はなまるうどん　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-23-0870	34.042547	132.961301
471	ばり嗎　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-35-2615	34.042547	132.961301
472	ビアテラスターミナル０２	今治地区	飲食店	愛媛県今治市片原町1-100-3	0898-35-2739	34.069734	133.005112
473	ピザハウスふじい　旭町店	今治地区	飲食店	愛媛県今治市旭町2-2-15	0898-31-1929	34.063062	133.001374
474	ピザハウスふじい　中浜店	今治地区	飲食店	愛媛県今治市中浜町2-1-12	0898-24-2300	34.070086	133.002926
475	ピトン	今治地区	飲食店	愛媛県今治市古国分2-3-21	0898-48-2453	34.031467	133.035733
476	フードコート　フジグラン今治店	今治地区	飲食店	愛媛県今治市東門町5-13-1	0898-34-1416	34.061369	133.014766
477	豚屋とん一　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-22-8828	34.042547	132.961301
478	ペッパーランチ　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-35-3029	34.042547	132.961301
479	ホルモン焼肉　忠	今治地区	飲食店	愛媛県今治市泉川町1-2-74	0898-32-0429		
480	ミスタードーナツ　フジグラン今治店	今治地区	飲食店	愛媛県今治市東門町5-13-1	0898-34-1422	34.061369	133.014766
481	メディア・ボム　フジグラン今治店	今治地区	飲食店	愛媛県今治市東門町5-13-1	0898-24-7371	34.061369	133.014766
482	ＭＯＧＡＭＩ　今治店	今治地区	飲食店	愛媛県今治市中寺239-2	0898-34-3322		
483	モスバーガー　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-34-3456	34.042547	132.961301
484	モスバーガー今治バイパス店	今治地区	飲食店	愛媛県今治市松木368-1	0898-36-6700	34.032433	133.002806
485	やきとり物語	今治地区	飲食店	愛媛県今治市馬越町1-2-14	0898-23-0455	34.05397	132.984151
486	焼肉　大栄	今治地区	飲食店	愛媛県今治市松本町1-8-12	0898-25-7786	34.064167	133.000893
487	弥生寿司	今治地区	飲食店	愛媛県今治市松本町2-1-1	0898-31-3458	34.064387	133.002013
488	利鳳園	今治地区	飲食店	愛媛県今治市中堀4-5-21	0898-41-6160	34.100228	132.957003
489	利鳳園　中寺	今治地区	飲食店	愛媛県今治市中寺595-5	0898-23-8929	34.04035	132.99133
490	龍神丸　イオンモール今治新都市	今治地区	飲食店	愛媛県今治市にぎわい広場1-1	0898-55-8662	34.042547	132.961301
491	ＲＯＫＵＳＡＮ	今治地区	飲食店	愛媛県今治市黄金町1-5-2	0898-23-6363	34.066556	133.002238
492	ろく助　ワオ店	今治地区	飲食店	愛媛県今治市小泉3-12-30	0898-24-0335	34.050879	132.980342
493	京寿司　花背	今治地区	持ち帰り・配達飲食サービス業	愛媛県今治市常盤町5-2-31	0898-36-1097	34.060989	132.994489
494	ほっかほっか亭　喜田村店	今治地区	持ち帰り・配達飲食サービス業	愛媛県今治市喜田村2-1-44	0898-47-1700	34.047409	133.018657
495	ほっかほっか亭　球場前別宮店	今治地区	持ち帰り・配達飲食サービス業	愛媛県今治市別宮町7-1-19	0898-32-8327	34.074799	132.991472
496	ほっかほっか亭　立花店	今治地区	持ち帰り・配達飲食サービス業	愛媛県今治市郷本町1-2-17	0898-31-7974	34.048777	132.996752
497	ほっかほっか亭　常盤店	今治地区	持ち帰り・配達飲食サービス業	愛媛県今治市常盤町5-8-10	0898-23-6672	34.061233	132.994359
498	ほっかほっか亭　波止浜店	今治地区	持ち帰り・配達飲食サービス業	愛媛県今治市波止浜11-28	0898-43-1020	34.100402	132.969547
499	オンリーカラー９１９　フジ波止浜店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市内堀2-1-14	0898-43-7010		
500	ＣＵＴＣＬＵＢ　ＢＲＥＥＺＥ	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市別宮町2-1-17	0898-31-7877	34.067003	132.996919
501	カットハウス志波	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市大正町3-5-1	0898-22-4452	34.070102	132.996919
502	クリーニングドクター浅川店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市別宮町7-1-19	090-5719-8940	34.074799	132.991472
503	クリーニングドクター片山店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市片山2-1-10	090-5719-8946	34.052414	132.984468
504	クリーニングドクターきぬぼし店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市衣干町4-61-1	090-5719-8930	34.045768	133.012799
505	クリーニングドクター共栄店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市共栄町5-2-4	090-5719-8938		
506	クリーニングドクターコープ今治店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市馬越町4-9-5	090-5719-8943	34.056928	132.978957
507	クリーニングドクター立花店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市郷本町1-3-52	090-5719-8927	34.048624	132.99686
508	クリーニングドクター近見店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市鐘場町2-1-1	090-5719-8937	34.08331	132.990216
509	クリーニングドクター波止浜店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市波止浜11-28 ハッピープラザ内	090-5719-8939	34.100402	132.969547
510	クリーニングドクターハローズ今治店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市土橋町1-4-27	090-5719-8931	34.047642	133.006886
511	クリーニングドクターハローズ中寺店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市中寺978-1	090-5719-8945	34.042644	132.989455
512	クリーニングドクターフレッシュバリュー城東店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市枝堀町1-5-2	090-5719-8928	34.06156	133.009525
513	クリーニングドクターフレッシュバリュー高市店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市高市字頓田町甲788-7	090-5719-8936		
514	クリーニングドクターマルナカ桜井店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市東村南1-6-7	090-5719-8933	34.036089	133.03253
515	クリーニングドクターマルナカ松本店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市松本町5-1-1	090-5719-8929	34.058993	133.006581
516	クリーニングドクター四村店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市四村286-1	090-5719-8944	34.037701	132.979738
517	クリーニングドクターワールドプラザ店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市東村1-14-2 10号棟	090-5719-8932	34.042283	133.028331
518	サロン　ド　ミーナ	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市末広町1-3-17	0898-33-0770	34.065928	133.001013
519	サロンド・ボーテami	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市東村5-2-21	0120-23-5758	34.039969	133.022493
520	清水屋クリーニング　イオンモール今治新都市	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市にぎわい広場1-1	0898-35-3613	34.042547	132.961301
521	シャン美容室　フジグラン今治店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市東門町5-13-1	0898-34-1456	34.061369	133.014766
522	Ｎａｉｌ　Ｃｈｉｃｋ　イオンモール今治新都市	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市にぎわい広場1-1	0898-35-5103	34.042547	132.961301
523	美容室　ヴィクトリア	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市立花町1-1-19	0898-32-8655	34.053499	132.997691
524	Feel　So　Nice！	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市八町西4-3-27　オチ薬品ビル	0898-25-6405	34.042614	132.996101
525	ヘアーサロン　ジップ	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市石井町3-3-32	0898-32-6348	34.082063	132.984738
526	ヘアーサロン美感	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市旭町5-1-2	0898-23-5290	34.057565	133.00599
527	ヘアー　サロン　ヨシカワ	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市蒼社町1-1-32	0898-23-7559	34.05709	132.998233
528	Ｈａｉｒ　ＨＥＡＬ’Ｓ	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市北日吉町1-7-40	0898-34-3395	34.06381	132.987801
529	Hair make NICE	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市郷桜井2丁目甲685-2	0898-47-3703		
530	ＨＡＩＲ　ＤＥＳＩＧＮ　hope	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市常盤町5-7-10	0120-27-1114		
531	みなみクリーニング	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市松木391-4	0898-47-3261	34.034596	133.004314
532	大和屋クリーニング　フジ今治店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市小泉4-5-1	0898-25-3035	34.047432	132.980739
533	湯ノ浦温泉四季の湯ビア工房	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市湯ノ浦26	0898-48-0300	33.995233	133.054795
534	リラクゼーションスペース　ラフィネ　イオンモール今治新都市	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市にぎわい広場1-1	0898-55-8921	34.042547	132.961301
535	ワシ屋クリーニング北日吉店	今治地区	洗濯・理容・美容・浴場業	愛媛県今治市北日吉町2-6-19	090-5719-8942	34.061954	132.986174
536	キッズ＆カジュアルスタジオやよい	今治地区	その他の生活関連サービス業	愛媛県今治市松本町2-2-1	0898-33-8410	34.063934	133.001646
537	こども写真城スタジオアリス　イオンモール今治新都市	今治地区	その他の生活関連サービス業	愛媛県今治市にぎわい広場1-1	0120-949-690	34.042547	132.961301
538	株式会社ザ・ドアーズ（ことぶきや）	今治地区	その他の生活関連サービス業	愛媛県今治市常盤町8-3-16	0898-23-0018	34.053553	132.984787
539	株式会社ザ・ドアーズ（ことぶきや）国際ホテル店	今治地区	その他の生活関連サービス業	愛媛県今治市旭町2-3-4国際ホテル	0898-36-1835	34.062131	133.000574
540	ＪＡおちいまばり　旅行センター　ＪＡおちいまばり　営農経済事業本部内	今治地区	その他の生活関連サービス業	愛媛県今治市阿方甲246-1	0898-34-1853	34.062792	132.967204
541	株式会社全観トラベルネットワーク　イオンモール今治新都市	今治地区	その他の生活関連サービス業	愛媛県今治市にぎわい広場1-1	0898-35-5891	34.042547	132.961301
542	ファッションリフォームセンター	今治地区	その他の生活関連サービス業	愛媛県今治市南宝来町2-7-11	0898-22-7800	34.058862	133.001521
543	フジトラベルサービス　フジグラン今治店	今治地区	その他の生活関連サービス業	愛媛県今治市東門町5-13-1	0898-25-9600	34.061369	133.014766
544	ママのリフォーム　フジグラン今治店	今治地区	その他の生活関連サービス業	愛媛県今治市東門町5-13-1	0898-34-1458	34.061369	133.014766
545	㈱ヤヨイ写真館	今治地区	その他の生活関連サービス業	愛媛県今治市松本町2-2-13	0898-31-5252	34.064045	133.001407
546	ルミエール越智今治	今治地区	その他の生活関連サービス業	愛媛県今治市天保山町2-5-2	0898-33-5580	34.065351	133.011989
547	カラオケ　アンジュ	今治地区	娯楽業	愛媛県今治市古国分3-2-54	0898-55-8114	34.028207	133.03706
548	桑名ボウル	今治地区	娯楽業	愛媛県今治市延喜甲198-1	0898-23-1707		
549	ユナイテッドシネマ　フジグラン今治店	今治地区	娯楽業	愛媛県今治市東門町5-13-1	0570-783-226	34.061369	133.014766
550	ワンダーボウル　フジグラン今治店	今治地区	娯楽業	愛媛県今治市東門町5-13-1	0898-34-1464	34.061369	133.014766
551	今治中央自動車教習所	今治地区	その他の教育・学習支援業	愛媛県今治市小泉5-11-21	0898-32-0125	34.046132	132.983361
552	医療法人　藤田医院	今治地区	医療業	愛媛県今治市桜井2-5-57	0898-47-1131	34.020913	133.037955
553	医療法人順天会放射線第一病院	今治地区	医療業	愛媛県今治市北日吉町1-10-50	0898-23-3358	34.064902	132.990265
554	元気堂　フジグラン今治店	今治地区	医療業	愛媛県今治市東門町5-13-1	0898-33-1003	34.061369	133.014766
555	広小路歯科医院	今治地区	医療業	愛媛県今治市共栄町1-3-6	0898-24-1212	34.067592	133.000529
556	まき歯科	今治地区	医療業	愛媛県今治市中寺342	0898-32-6480	34.036176	132.992846
557	もり指圧治療院	今治地区	医療業	愛媛県今治市大正町6-1-63	0898-22-3202	34.073094	132.994922
558	キッズケア　青い鳥	今治地区	社会保険・社会福祉・介護事業	愛媛県今治市東村5-9-37	0898-52-7077	34.038313	133.021395
559	済生会今治老人保健施設　希望の園	今治地区	社会保険・社会福祉・介護事業	愛媛県今治市喜田村7-1-6	0898-48-8800	34.044024	133.019965
560	株式会社　トーカイ　今治営業所	今治地区	社会保険・社会福祉・介護事業	愛媛県今治市東村南2-2-13	0898-43-5050	34.035192	133.029922
561	阿部自動車整備工場	今治地区	自動車整備業	愛媛県今治市国分4-1-23	0898-48-6162	34.025259	133.025853
562	新日本車輌整備㈱	今治地区	自動車整備業	愛媛県今治市古国分2-1-24	0898-48-6716	34.035261	133.033916
563	㈱せとうち整備今治	今治地区	自動車整備業	愛媛県今治市天保山町2-5-3	0898-23-8585	34.065123	133.011939
564	トモエ自動車	今治地区	自動車整備業	愛媛県今治市町谷甲683	0898-48-4460	34.011552	133.00823
565	村上自動車株式会社	今治地区	自動車整備業	愛媛県今治市矢田甲662-3	0898-22-3678	34.060331	132.971404
566	陸地部農機センター	今治地区	機械等修理業	愛媛県今治市阿方甲246-1	0898-32-2790	34.062792	132.967204
567	タオル美術館	朝倉地区	各種商品小売業	愛媛県今治市朝倉上甲2930	0898-56-1515		
568	上朝倉生活店舗	朝倉地区	飲食料品小売業	愛媛県今治市朝倉上甲798-1	0898-56-2005		
569	彩咲あさくら	朝倉地区	飲食料品小売業	愛媛県今治市朝倉下甲558-1	0898-56-1077		
570	ファミリーマート今治朝倉店	朝倉地区	飲食料品小売業	愛媛県今治市山口甲282	0898-56-2413	34.006242	133.00648
571	朝日エナジー㈲	朝倉地区	その他の小売業	愛媛県今治市古谷甲548-1	0898-56-3621		
572	Ａコープたまがわ	玉川地区	各種商品小売業	愛媛県今治市玉川町大野甲77-2	0898-55-4444		
573	玉川龍岡活性化センター（玉川湖畔の里）	玉川地区	飲食料品小売業	愛媛県今治市玉川町龍岡下乙18-1	0898-55-3092	33.992796	132.914286
574	ファミリーマート玉川町店	玉川地区	飲食料品小売業	愛媛県今治市玉川町大野字中ノ切甲126-1	0898-36-8220		
575	大河石油店	玉川地区	その他の小売業	愛媛県今治市玉川町長谷甲985-6	0898-55-2016	34.012625	132.937875
576	玉川営農生活センター	玉川地区	その他の小売業	愛媛県今治市玉川町大野甲152-1	0898-55-2252	34.022352	132.941863
577	オリエント玉川店	玉川地区	飲食店	愛媛県今治市玉川町法界寺甲30-17	0898-55-2222		
578	鈍川せせらぎ交流館	玉川地区	洗濯・理容・美容・浴場業	愛媛県今治市玉川町鈍川甲218-1	0898-55-4477		
579	Ａコープ波方店	波方地区	各種商品小売業	愛媛県今治市波方町樋口甲1670-1	0898-41-5389		
580	はぶや	波方地区	各種商品小売業	愛媛県今治市波方町波方甲2533-1	0898-41-9658		
581	うずの鼻コミュニケーションズ	波方地区	織物・衣服・身の回り品小売業	愛媛県今治市波方町養老甲819	0898-41-8033	34.105528	132.945493
582	小池食糧	波方地区	飲食料品小売業	愛媛県今治市波方町波方甲2299-4	0898-41-9228	34.121823	132.952792
583	ローソン波方樋口店	波方地区	飲食料品小売業	愛媛県今治市波方町樋口甲1663-4	0898-41-8773		
584	波方サイクル	波方地区	機械器具小売業	愛媛県今治市波方町樋口甲1371-10	0898-41-6755		
585	長谷部サイクル	波方地区	機械器具小売業	愛媛県今治市波方町波方甲1932-3	0898-41-7804		
586	ハマモト自動車	波方地区	機械器具小売業	愛媛県今治市波方町波方甲2780-2	0898-41-6181		
587	ボディーショップ　オキタ	波方地区	機械器具小売業	愛媛県今治市波方町波方甲1932-7	0898-41-8827		
588	小部購買店舗	波方地区	その他の小売業	愛媛県今治市波方町小部甲895	0898-52-2111		
589	波方給油所	波方地区	その他の小売業	愛媛県今治市波方町樋口甲1670-1	0898-41-9077		
590	波方購買店舗	波方地区	その他の小売業	愛媛県今治市波方町波方甲2264-28	0898-41-9019		
591	波方タクシー石油部	波方地区	その他の小売業	愛媛県今治市波方町樋口甲1371-1	0898-43-0246	34.096398	132.941829
592	樋口営農生活センター	波方地区	その他の小売業	愛媛県今治市波方町樋口甲1670-1	0898-41-9255		
593	いって　もんて　まんて	波方地区	飲食店	愛媛県今治市波方町郷甲1268-2	0898-43-0037		
594	三昌	波方地区	飲食店	愛媛県今治市波方町宮崎乙345-5	0898-52-2070		
595	クリーニングドクターＡコープ波方店	波方地区	洗濯・理容・美容・浴場業	愛媛県今治市波方町樋口甲1670-1	090-5719-8934		
596	八木サッシ製作所	波方地区	その他の生活関連サービス業	愛媛県今治市波方町樋口甲1896-6	0898-43-0252		
597	大池ゴルフ	波方地区	娯楽業	愛媛県今治市波方町樋口甲1547-7	0898-43-0717		
598	学研　ようろう教室	波方地区	その他の教育・学習支援業	愛媛県今治市波方町養老甲783-2	0898-41-8033		
599	Ａコープおおにしアシスタ	大西地区	各種商品小売業	愛媛県今治市大西町紺原甲754-1	0898-53-2286		
600	スポーツスピリットオチ	大西地区	各種商品小売業	愛媛県今治市大西町脇甲1007-1	0898-53-2130		
601	一六本舗　大西店	大西地区	飲食料品小売業	愛媛県今治市大西町大字紺原742-1	0898-36-2116	34.065956	132.934447
602	大河内食品	大西地区	飲食料品小売業	愛媛県今治市大西町新町甲773-2	0898-53-3306		
603	KONEKKO	大西地区	飲食料品小売業	愛媛県今治市大西町紺原甲302-1	0898-35-3522		
604	じょのこし食品	大西地区	飲食料品小売業	愛媛県今治市大西町脇甲1111	0898-53-3695	34.0599	132.91765
605	ファミリーマート今治大西九王店	大西地区	飲食料品小売業	愛媛県今治市大西町九王甲1900-1	0898-36-2021	34.075696	132.929228
606	ファミリーマート大西紺原店	大西地区	飲食料品小売業	愛媛県今治市大西町紺原甲146	0898-36-2002	34.067375	132.936494
607	ファミリーマート大西脇店	大西地区	飲食料品小売業	愛媛県今治市大西町脇甲811-1	0898-53-0755		
608	ヴォルツオートモービル	大西地区	機械器具小売業	愛媛県今治市大西町脇甲968-1	0898-53-5760		
609	久保田電器	大西地区	機械器具小売業	愛媛県今治市大西町紺原甲756-3	0898-53-3528		
610	大西営農生活センター	大西地区	その他の小売業	愛媛県今治市大西町脇甲952-1	0898-53-2018		
611	キクマヤ大西店	大西地区	その他の小売業	愛媛県今治市大西町紺原甲301-1	0898-53-6330		
612	木村石油店	大西地区	その他の小売業	愛媛県今治市大西町九王甲2070-2	0898-53-2179		
613	㈱コメリ　ハード＆グリーン大西店	大西地区	その他の小売業	愛媛県今治市大西町脇甲838	0898-36-2220		
614	サラダ館　大西店	大西地区	その他の小売業	愛媛県今治市大西町脇甲1007-1	0898-53-2130		
615	すみむら薬局	大西地区	その他の小売業	愛媛県今治市大西町紺原甲303-3	0898-53-2029		
616	高井石油	大西地区	その他の小売業	愛媛県今治市大西町宮脇甲490-1	0898-53-2209		
617	東予写真スタンプ	大西地区	その他の小売業	愛媛県今治市大西町脇甲1151	0898-53-2966	34.059198	132.91732
618	ドラッグセイムス今治大西店	大西地区	その他の小売業	愛媛県今治市大西町紺原甲740-1	0898-55-8078	34.065906	132.934819
619	マック大西店	大西地区	その他の小売業	愛媛県今治市大西町宮脇甲466-3	0898-53-0202	34.061736	132.923192
620	村上商店	大西地区	その他の小売業	愛媛県今治市大西町宮脇甲1408-1	0898-53-3535		
621	オーベルジュ	大西地区	飲食店	愛媛県今治市大西町宮脇甲1416-3	0898-53-2104		
622	得得うどん大西店	大西地区	飲食店	愛媛県今治市大西町宮脇甲16-1	0898-53-3155		
623	やき鳥　笑栄	大西地区	飲食店	愛媛県今治市大西町脇甲846	0898-53-4039		
624	クリーニングドクター大西店	大西地区	洗濯・理容・美容・浴場業	愛媛県今治市大西町宮脇1390	090-5719-8935	34.062187	132.926317
625	Ａコープきくま	菊間地区	各種商品小売業	愛媛県今治市菊間町浜1047-1	0898-54-5770	34.037898	132.844657
626	ギフトショップ　やすなが	菊間地区	各種商品小売業	愛媛県今治市菊間町浜533	0898-54-2164	34.035079	132.841727
627	森松衣料品店	菊間地区	織物・衣服・身の回り品小売業	愛媛県今治市菊間町浜674	0898-54-2253	34.033912	132.839483
628	安野商店	菊間地区	織物・衣服・身の回り品小売業	愛媛県今治市菊間町浜725	0898-54-2111	34.035131	132.842099
629	歌仙生活店舗	菊間地区	飲食料品小売業	愛媛県今治市菊間町池原64	0898-54-2042	34.026477	132.857009
630	亀岡生活店舗	菊間地区	飲食料品小売業	愛媛県今治市菊間町種106	0898-54-2202	34.053961	132.873387
631	島田製菓	菊間地区	飲食料品小売業	愛媛県今治市菊間町浜2953	0898-54-2269	34.034137	132.843916
632	タバタヤ菓子舗	菊間地区	飲食料品小売業	愛媛県今治市菊間町浜2889	0898-54-2114	34.033521	132.845502
633	にっしー	菊間地区	飲食料品小売業	愛媛県今治市菊間町種3569-1	0898-22-2588	34.051241	132.865169
634	ファミリーマート菊間町店	菊間地区	飲食料品小売業	愛媛県今治市菊間町浜131	0898-36-3223	34.033818	132.838586
635	森松酒店	菊間地区	飲食料品小売業	愛媛県今治市菊間町浜890-1	0898-54-2020	34.035706	132.842899
636	ローソン太陽石油四国事業所店	菊間地区	飲食料品小売業	愛媛県今治市菊間町種4620	0898-54-5588		
637	渡部味噌醤油店	菊間地区	飲食料品小売業	愛媛県今治市菊間町浜756	0898-54-2237	34.033748	132.83973
638	オートパル菊間	菊間地区	機械器具小売業	愛媛県今治市菊間町浜1141	0898-54-5169	34.038845	132.843829
639	オカダ電化サービス	菊間地区	機械器具小売業	愛媛県今治市菊間町浜1032	0898-54-3938	34.038062	132.845654
640	大門カーセンター	菊間地区	機械器具小売業	愛媛県今治市菊間町種61-3	0898-54-2456	34.054205	132.87181
641	森田タイヤ自転車店	菊間地区	機械器具小売業	愛媛県今治市菊間町浜1054	0898-54-2182	34.038031	132.844357
642	おしゃれの店　やすなが	菊間地区	その他の小売業	愛媛県今治市菊間町浜533	0898-54-2164	34.035079	132.841727
643	歌仙購買店舗	菊間地区	その他の小売業	愛媛県今治市菊間町池原64	0898-54-2042	34.026477	132.857009
644	亀岡購買店舗	菊間地区	その他の小売業	愛媛県今治市菊間町種90-1	0898-54-2202	34.054052	132.872957
645	菊間営農生活センター	菊間地区	その他の小売業	愛媛県今治市菊間町浜1141	0898-54-3000	34.038845	132.843829
646	菊間ガス協業組合	菊間地区	その他の小売業	愛媛県今治市菊間町浜1035	0898-54-3739	34.038445	132.845274
647	菊間給油所	菊間地区	その他の小売業	愛媛県今治市菊間町浜1141	0898-54-4000	34.038845	132.843829
